Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Chromatin Remodeling (GO:0006338)	40/290	9.750370484141829E-6	0.036879531944572184	0	0	2.2789791183294663	26.29532888541424	HDAC4;KDM5B;PAXIP1;SATB1;CHD7;ZBTB1;JADE1;BAZ2B;CHD3;CHD2;CHD1;IWS1;CECR2;MTA1;DPF1;SMARCAD1;DMAP1;SUDS3;NFRKB;BRD4;BRD3;KDM6B;KDM4B;ACTL6B;PIH1D1;ACTR5;SIRT7;ARID1A;SIRT1;MSL1;DDB1;PER2;CDK9;KAT2B;PER1;SFPQ;PADI2;TOP1;ERCC6;PRMT9
Chromatin Organization (GO:0006325)	46/362	1.917812373612698E-5	0.036879531944572184	0	0	2.0756395503230944	22.545057787866096	HDAC4;KDM5B;PAXIP1;SATB1;MIDEAS;CHD7;ZBTB1;JADE1;SMC6;BAZ2B;CHD3;CHD1;IWS1;CECR2;MTA1;MIS18BP1;DPF1;EPC1;SMARCAD1;DMAP1;SUDS3;NFRKB;BRD4;BRD3;KDM6B;KDM4B;ACTL6B;NSMCE3;PIH1D1;ACTR5;ATAD2;ARID1A;SIRT1;MSL1;PARP10;PER2;KAT2B;PER1;SFPQ;CDAN1;ZZZ3;KAT6B;PADI2;TOP1;ERCC6;PRMT9
Cellular Response to Monoamine Stimulus (GO:0071868)	5/8	6.166884634866616E-5	0.07905946101899003	0	0	23.423694779116467	227.06301204890548	GNAS;DRD1;ADCY6;DRD5;TGM2
Cellular Response to Catecholamine Stimulus (GO:0071870)	6/13	9.893574289403809E-5	0.09512671679261762	0	0	12.052965873613951	111.14088020103591	PRKN;GNAS;DRD1;ADCY6;DRD5;TGM2
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	10/38	1.4122248619581647E-4	0.09695432534010591	0	0	5.031584062196307	44.60586818136413	JPH4;CACNA1I;TRPM2;ATP2B4;TRPV3;CACNA1C;GRIN2C;CACNA1E;CACNA1H;SLC8A1
Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536)	12/53	1.5125479772247412E-4	0.09695432534010591	0	0	4.126807112128653	36.30164339963545	MAP2K3;GREM1;NUS1;SRPX2;AKT2;PDGFB;PRKD1;ETS1;FGF2;SIRT1;VEGFA;FGFR1
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	37/297	1.810634418618215E-4	0.09948142820008078	0	0	2.021186490978158	17.415883015794673	DDR1;ALK;C2CD5;FOXC1;SHC3;SRC;PDGFB;A1BG;FGF2;FOXO1;SOCS2;ZFYVE27;EFNB3;AKT2;BLNK;JAK2;PDK2;EPHB3;NUS1;PDGFRA;EPHA7;MUSK;SLC39A14;PGF;NFATC4;VAV2;VEGFA;TIAM1;AHI1;DOK4;RAPGEF1;RAPGEF2;PHIP;PRKD1;POLR1G;RHOQ;FGFR1
Regulation of Stem Cell Differentiation (GO:2000736)	11/50	3.6946764279008505E-4	0.1658117792386439	0	0	3.974320183094767	31.410830484731402	PDGFRA;NOTCH1;MTA1;JAG1;YTHDF2;METTL3;SETD1A;SLC4A11;CHD3;ZFP36L2;WNT3
G Protein-Coupled Dopamine Receptor Signaling Pathway (GO:0007212)	6/16	3.8801508402178765E-4	0.1658117792386439	0	0	8.435719668425019	66.25807621253414	GNAS;FLNA;DRD1;RGS9;ADCY6;DRD5
Positive Regulation of DNA-templated Transcription (GO:0045893)	117/1304	5.462698588704135E-4	0.20418832562354397	0	0	1.4169123841617524	10.644408991998993	ATF1;PRDM4;MYRFL;RBPJ;ETS1;FGF2;EPC1;SMARCAD1;PITX2;NFRKB;MAP3K5;PITX3;DDX17;MAP2K3;FBXW11;RFX3;SOX12;ISL2;SMO;KAT6B;PHIP;PRKD1;NOTCH1;MAZ;PDGFB;GATA4;BHLHE22;FOXO3;RLF;FOXO1;MED12L;NPAS3;GALR2;NUP85;DMAP1;BCL9L;WNT4;AKIRIN1;JAG1;ANKRD23;NFATC2;MAFA;NFATC4;CDK9;NR4A2;AHI1;LHX2;TCF4;HOXD8;PHF20;ONECUT1;CHD3;YBX1;PKD2;ING1;CDC73;ING3;HJV;HNF4A;JAK2;BRD3;KDM6B;KLF10;ACTR2;ACTR5;PAX6;SIRT7;PPRC1;ARID1A;SIRT1;ETV4;MSL1;GREM1;TOX3;KAT2B;MED25;SFPQ;ZEB2;TAL1;CDH13;PPARA;RHOQ;PRKN;HDAC4;FOXC1;TMF1;USP16;MYRF;KARS1;RELB;BCLAF1;SCAF8;RXRA;MTA1;LEO1;E2F3;E2F8;BRD4;ARNT2;CDX2;STAT2;ATAD2;GTF2H1;MAPK15;POU4F1;VEGFA;ASXL1;FOXR1;PER1;KLF7;TEF;WT1;CTNNB1;NAA16;BMAL2;ERCC6;NAA15
Response to Catecholamine (GO:0071869)	4/7	5.840019713621902E-4	0.20418832562354397	0	0	18.72485578128919	139.41790229031383	GNAS;DRD1;ADCY6;DRD5
Cellular Response to Reactive Oxygen Species (GO:0034614)	13/71	7.444073035327834E-4	0.23708042469383406	0	0	3.1598354231974923	22.7600487874315	PDGFRA;SRC;ERCC6L2;TPM1;PKD2;SIRT1;PEX13;SLC8A1;NET1;TRPM2;FXN;PDK2;MAP3K5
Regulation of Endothelial Cell Chemotaxis (GO:2001026)	6/18	8.013638900207599E-4	0.23708042469383406	0	0	7.029012810851545	50.111205934018756	SEMA5A;NOTCH1;PRKD1;FGF2;VEGFA;FGFR1
Calcium Ion Import Across Plasma Membrane (GO:0098703)	7/25	9.522909246673963E-4	0.24875760488121013	0	0	5.469373219373219	38.048460385487815	CACNA1I;TRPM2;ATP2B4;TRPV3;CACNA1C;CACNA1E;CACNA1H
Positive Regulation of Gluconeogenesis (GO:0045722)	5/13	0.001068790029081152	0.24875760488121013	0	0	8.781532379518072	60.07646593798109	DDB1;CTDSPL2;SIRT7;SIRT1;FOXO1
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	4/8	0.0011063385158295008	0.24875760488121013	0	0	14.042889390519187	95.58572609406713	GNAS;DRD1;ADCY6;DRD5
Calcium Ion Import (GO:0070509)	8/33	0.0011794228333481915	0.24875760488121013	0	0	4.502218867924529	30.357246607515396	CACNA1I;TRPM2;ATP2B4;TRPV3;CACNA1C;CACNA1E;CACNA1H;SLC8A1
Calcium Ion Import Into Cytosol (GO:1902656)	7/26	0.0012289117245821613	0.24875760488121013	0	0	5.181233627054061	34.72269142755524	CACNA1I;TRPM2;ATP2B4;TRPV3;CACNA1C;CACNA1E;CACNA1H
Dopaminergic Neuron Differentiation (GO:0071542)	7/26	0.0012289117245821613	0.24875760488121013	0	0	5.181233627054061	34.72269142755524	NR4A2;EN1;CTNNB1;CSNK1D;WNT3;PITX3;VEGFA
Adrenergic Receptor Signaling Pathway (GO:0071875)	6/20	0.0014911432178770995	0.2730922293312059	0	0	6.024222198299063	39.20691636369853	LMBRD2;GNAS;RAPGEF2;DRD1;ADRA2A;DRD5
Positive Regulation of Glucose Metabolic Process (GO:0010907)	6/20	0.0014911432178770995	0.2730922293312059	0	0	6.024222198299063	39.20691636369853	DDB1;AKT2;CTDSPL2;SIRT7;SIRT1;FOXO1
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	5/14	0.0015718006067270964	0.2739875073038256	0	0	7.805388219544846	50.38794461290964	GNAS;RAPGEF2;DRD1;ADRA2A;DRD5
Protein Localization to Cilium (GO:0061512)	12/68	0.0016385108341102417	0.2739875073038256	0	0	3.0189791283659564	19.363633944997286	BBS1;AHI1;TTC21B;CFAP58;TULP3;SNX10;CSNK1D;TULP2;NPHP4;RPGRIP1L;MAPK15;RAB11A
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	12/70	0.002117588645016317	0.3175405751849934	0	0	2.914563157482576	17.946356392023212	SEMA5A;NUS1;NRP2;APLNR;PDGFB;CDH13;PRKD1;FGF2;F3;SIRT1;VEGFA;FGFR1
Cellular Response to Dopamine (GO:1903351)	5/15	0.002229224006758924	0.3175405751849934	0	0	7.024472891566265	42.892146097311894	PRKN;DRD1;RGS9;DRD5;TGM2
Negative Regulation of Cardiac Muscle Hypertrophy (GO:0010614)	5/15	0.002229224006758924	0.3175405751849934	0	0	7.024472891566265	42.892146097311894	NOTCH1;GLRX3;ATP2B4;APLNR;FOXO1
Positive Regulation of Endothelial Cell Chemotaxis (GO:2001028)	5/15	0.002229224006758924	0.3175405751849934	0	0	7.024472891566265	42.892146097311894	SEMA5A;PRKD1;FGF2;VEGFA;FGFR1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	91/1019	0.0025330411161423403	0.3453578060685086	0	0	1.4005575337331335	8.37300166951305	ATF1;PRDM4;ONECUT1;YBX1;RBPJ;PKD2;ETS1;FGF2;CDC73;ING3;HJV;HNF4A;EPC1;SMARCAD1;JAK2;PITX2;DDX17;BRD3;KDM6B;KLF10;ACTR2;RFX3;PAX6;SOX12;PPRC1;SIRT1;ETV4;GREM1;TOX3;KAT2B;ISL2;MED25;SFPQ;ZEB2;SMO;TAL1;CDH13;PHIP;PRKD1;PPARA;RHOQ;PRKN;HDAC4;FOXC1;TMF1;PAXIP1;NOTCH1;USP16;GATA4;BHLHE22;FOXO3;RLF;FOXO1;MED12L;RELB;BCLAF1;RXRA;GALR2;LEO1;E2F3;E2F8;BCL9L;BRD4;ARNT2;AKIRIN1;JAG1;CDX2;STAT2;TAF11;ANKRD23;NFATC2;MAFA;MAPK15;POU4F1;PPP1CA;VEGFA;NFATC4;CDK9;ASXL1;NR4A2;FOXR1;PER1;AHI1;KLF7;TEF;WT1;CTNNB1;TCF4;BMAL2;ERCC6;HOXD8
Positive Regulation of Blood Vessel Branching (GO:1905555)	3/5	0.002667555133406855	0.3453578060685086	0	0	21.05075187969925	124.75923676531333	CTNNB1;FGF2;VEGFA
Negative Regulation of DNA-templated Transcription (GO:0045892)	95/1074	0.002728918624920991	0.3453578060685086	0	0	1.386433355720535	8.185294368001696	KDM5B;MIDEAS;UBE2D3;LOXL3;UBE2D1;CHD3;ENO1;RBPJ;ING1;CDC73;IKZF4;HJV;HNF4A;TRPS1;EPC1;PITX2;KLF10;ZBTB39;ZHX2;TLE2;FOXD1;NSMCE3;SOX13;RFX3;EN1;PAX6;SIRT7;SOX12;SIRT1;CBFA2T3;SAP30;ZFTA;KAT2B;MED25;SFPQ;ZEB2;MAF;AEBP2;KAT6B;NFX1;PPARA;BCORL1;L3MBTL4;PRKN;HDAC4;FOXC1;NOTCH1;SRC;SATB1;FOXG1;MAZ;PDGFB;ZBTB1;GATA4;FOXO3;FOXO1;SCRT2;BCLAF1;RBM15B;RXRA;MTA1;CCDC85B;NACC2;DNAJB4;HSF4;FLNA;DMAP1;SUDS3;BEND5;E2F8;WNT4;RUNX1T1;SPEN;SKOR2;CDX2;ATP8B1;ZBTB10;IRF2BP2;NR0B1;POU4F1;SCRT1;VEGFA;NFATC4;PER2;KLF8;NR4A2;PER1;KLF7;DLG1;WT1;CNOT1;MAFG;CTNNB1;MAGED2;TRIM33
Regulation of Anatomical Structure Morphogenesis (GO:0022603)	16/111	0.0027850753733257	0.3453578060685086	0	0	2.3750309715062143	13.973448032351534	PLXND1;OR10J5;CDX2;SDC2;STAT2;NEDD4L;KNDC1;ETS1;FGF2;ARHGAP33;BMPER;CTNNB1;MARK2;FERMT2;EPHB3;BCL9L
Regulation of BMP Signaling Pathway (GO:0030510)	13/82	0.0028995425560500547	0.3453578060685086	0	0	2.654523495827844	15.510917779568013	FOXD1;NOTCH1;SKOR2;UBE2D3;CRIM1;UBE2D1;FBXL15;RBPJ;LEMD3;FSTL1;GREM1;TWSG1;TRIM33
Homophilic Cell-Cell Adhesion (GO:0007156)	12/73	0.0030455601527209896	0.3453578060685086	0	0	2.770777230364478	16.054078436687067	ROBO3;SDK1;CADM1;PALLD;CDH13;DSG2;CNTN4;NECTIN4;PVR;IGSF9;NECTIN2;SDK2
Cytoskeleton Organization (GO:0007010)	16/112	0.0030530851290507775	0.3453578060685086	0	0	2.350164515312579	13.611219109744901	PRR5;DMTN;SEPTIN2;TPM1;MICAL3;SEPTIN7;CECR2;FGD5;FGD6;PALLD;PPP2R3C;DPYSL2;EPB41L3;RAC3;PHIP;PAK4
Positive Regulation of Multicellular Organismal Process (GO:0051240)	44/432	0.0033723399919009323	0.35242153241299984	0	0	1.608127454352051	9.15370014195093	FOXC1;NPR1;PDGFB;ENO1;CACNA1C;GRPR;ING1;FGF2;TSKU;GCNT2;LEPR;CCN3;LBP;SUDS3;JAK2;SOX6;LURAP1;TAPT1;BCL9L;KDM6B;FOXD1;CADM1;ACTL6B;SYK;CARD9;CACNA2D3;RFX3;EBF2;AXIN2;ARID1A;SIRT1;ETV4;ADRA2A;SAP30;VEGFA;PER2;TIAM1;SMO;MFAP2;GNAS;CTNNB1;DSG2;MAP3K13;FERMT2
Positive Regulation of Chemotaxis (GO:0050921)	9/47	0.003439058114022608	0.35242153241299984	0	0	3.332425663857529	18.903376689742796	SEMA5A;PDGFRA;PDGFB;CDH13;PRKD1;FGF2;F3;VEGFA;FGFR1
Nervous System Development (GO:0007399)	52/531	0.0034785621065500424	0.35242153241299984	0	0	1.5413584441956392	8.725840175556536	SEMA5A;CNTNAP3;CNTNAP2;PLXND1;CHD7;CELSR1;PKD2;FGF2;VSIG10;PTPRF;DPYSL2;DPF1;SOX6;SEMA6B;RBFOX3;ACTL6B;APAF1;PAX6;NAV2;ZEB2;SMO;ALDH1A2;KCNQ2;DCX;HDAC4;PRKN;SHC3;TRAK1;TRAK2;ACAN;EGFLAM;RXRA;EFNB3;DRD1;PLXNA3;ARNT2;MARCKSL1;JAG1;ST8SIA2;CRIM1;PCDHB13;POU4F1;VEGFA;SDK1;DLG1;NOVA1;FAT4;CNTN4;ERCC6;NES;MDGA1;SDK2
Synapse Organization (GO:0050808)	21/166	0.00348206402280135	0.35242153241299984	0	0	2.044585786375105	11.572621451341064	PRRT1;PLXND1;MUSK;NEDD4L;PCDHB13;SYN3;C1QL3;POU4F1;PTPRF;VSIG10;SDK1;ADGRG1;EGFLAM;CDH10;DOK7;PPFIA1;DRD1;CNTN4;SDK2;PLXNA3;SHANK1
Axon Guidance (GO:0007411)	20/158	0.0042584198762335565	0.3900498317759019	0	0	2.045211210084219	11.164515752717849	SEMA5A;SEMA6B;SEMA5B;SEMA6C;ROBO3;EPHA7;NRP2;NOTCH1;CELSR3;IGSF9;VEGFA;KLF7;ALCAM;EFNB3;SMO;PALLD;RAC3;CNTN4;EPHB3;PLXNA3
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	54/562	0.004356318974530482	0.3900498317759019	0	0	1.5092161075643495	8.2042917141744	PHF20;MYRFL;CHD3;RBPJ;ING1;ETS1;ING3;HNF4A;EPC1;NFRKB;MAP3K5;PITX3;MAP2K3;FBXW11;ACTR5;RFX3;PAX6;ARID1A;MSL1;KAT2B;TAL1;KAT6B;PHIP;PPARA;HDAC4;FOXC1;NOTCH1;USP16;MYRF;KARS1;MAZ;PDGFB;GATA4;FOXO3;RLF;FOXO1;NPAS3;RXRA;MTA1;NUP85;DMAP1;BRD4;WNT4;ARNT2;ATAD2;NFATC2;GTF2H1;WT1;LHX2;CTNNB1;BMAL2;TCF4;NAA16;NAA15
Peptide Hormone Processing (GO:0016486)	7/32	0.00442956125361057	0.3900498317759019	0	0	3.936470588235294	21.33352418689233	PCSK2;PCSK1;ENPEP;ACE;ECE1;PCSK7;CORIN
Regulation of Mesenchymal Stem Cell Differentiation (GO:2000739)	4/11	0.004435927567603196	0.3900498317759019	0	0	8.023218316672041	43.4699455736721	PDGFRA;SLC4A11;SOX6;WNT3
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718)	9/49	0.004601613664579258	0.3900498317759019	0	0	3.165464501510574	17.034466825107554	TIAM1;FOXC1;NOTCH1;JAG1;GCNT2;CTNNB1;AXIN2;FERMT2;BCL9L
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	10/58	0.004635917456162733	0.3900498317759019	0	0	2.931941295036533	15.756021361264771	MAP2K3;AKT2;PDGFB;ATP2B4;PRKD1;ETS1;FGF2;SIRT1;VEGFA;FGFR1
Neg Reg Transmembrane Rec Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	17/128	0.0049539060782493646	0.3900498317759019	0	0	2.1595060105698405	11.461748550949768	NOTCH1;SKOR2;UBE2D3;CRIM1;UBE2D1;LEMD3;ING1;SIRT1;SAP30;GREM1;VEPH1;CCN3;EMILIN1;SUDS3;PPARA;TRIM33;BCL9L
Negative Regulation of Fat Cell Differentiation (GO:0045599)	8/41	0.005055168131874259	0.3900498317759019	0	0	3.409308176100629	18.026185696889055	ASXL1;APPBP2;CCDC85B;SIRT1;FOXO1;ZFP36L2;FERMT2;RUNX1T1
Semaphorin-plexin Signaling Pathway (GO:0071526)	8/41	0.005055168131874259	0.3900498317759019	0	0	3.409308176100629	18.026185696889055	SEMA5A;SEMA6B;SEMA5B;SEMA6C;NRP2;PLXND1;FLNA;PLXNA3
Negative Regulation of Cardiac Muscle Adaptation (GO:0010616)	3/6	0.005070850647112609	0.3900498317759019	0	0	14.033082706766917	74.1542709132918	APLNR;ATP2B4;FOXO1
Negative Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903243)	3/6	0.005070850647112609	0.3900498317759019	0	0	14.033082706766917	74.1542709132918	APLNR;ATP2B4;FOXO1
Regulation of Blood Vessel Branching (GO:1905553)	3/6	0.005070850647112609	0.3900498317759019	0	0	14.033082706766917	74.1542709132918	CTNNB1;FGF2;VEGFA
Regulation of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	4/12	0.006306013947271989	0.4755476400236876	0	0	7.019939804364183	35.564780606699784	DLG1;CTNNA3;DSG2;CACNA1C
Response to Reactive Oxygen Species (GO:0000302)	10/61	0.006690210252649435	0.48292072758626503	0	0	2.7590295377410223	13.81476432646393	PDGFRA;SRC;ERCC6L2;TPM1;ADAM9;PKD2;SIRT1;PEX13;SLC8A1;PDK2
Cellular Response to Oxidative Stress (GO:0034599)	17/132	0.006749528243146358	0.48292072758626503	0	0	2.083943438615039	10.416138367079997	PRKN;PDGFRA;GPX2;SRC;ERCC6L2;TPM1;SLC4A11;GPX7;FOXO3;PKD2;PEX13;SLC8A1;FOXO1;PRKD1;CIAPIN1;STX2;PDK2
Positive Regulation of Autophagosome Assembly (GO:2000786)	5/19	0.006906042646189438	0.48292072758626503	0	0	5.016404905335628	24.958412809262043	SNX18;RALB;PIP4K2A;WIPI1;ELAPOR1
Positive Regulation of Sprouting Angiogenesis (GO:1903672)	5/19	0.006906042646189438	0.48292072758626503	0	0	5.016404905335628	24.958412809262043	BMPER;DSG2;FGF2;VEGFA;TGM2
Cellular Response to cAMP (GO:0071320)	7/35	0.007434976325915282	0.48336970218329905	0	0	3.5141402714932126	17.224768978743516	DMTN;WT1;AKAP9;RAPGEF1;RAPGEF2;PKD2;HCN2
Delamination (GO:0060232)	3/7	0.008436000452147208	0.48336970218329905	0	0	10.524248120300753	50.255883871885786	YTHDF2;METTL3;ABCA12
Positive Regulation of Cytoplasmic Translational Initiation (GO:1904690)	3/7	0.008436000452147208	0.48336970218329905	0	0	10.524248120300753	50.255883871885786	YTHDF2;AKT2;METTL3
Positive Regulation of Lyase Activity (GO:0051349)	3/7	0.008436000452147208	0.48336970218329905	0	0	10.524248120300753	50.255883871885786	CACNA1C;FXN;DRD5
Regulation of Rab Protein Signal Transduction (GO:0032483)	3/7	0.008436000452147208	0.48336970218329905	0	0	10.524248120300753	50.255883871885786	DENND4B;DENND4A;DENND4C
Response to Lead Ion (GO:0010288)	3/7	0.008436000452147208	0.48336970218329905	0	0	10.524248120300753	50.255883871885786	PPP5C;SLC34A1;PPP1CA
Blood Coagulation, Intrinsic Pathway (GO:0007597)	4/13	0.008633676194308434	0.48336970218329905	0	0	6.239612072569183	29.651166225225918	F8;F11;FLNA;F3
Midbrain Dopaminergic Neuron Differentiation (GO:1904948)	4/13	0.008633676194308434	0.48336970218329905	0	0	6.239612072569183	29.651166225225918	NR4A2;CTNNB1;CSNK1D;WNT3
Regulation of AMPA Receptor Activity (GO:2000311)	4/13	0.008633676194308434	0.48336970218329905	0	0	6.239612072569183	29.651166225225918	PRRT1;CACNG7;CNIH2;CACNG3
Transcription Elongation by RNA Polymerase I (GO:0006362)	4/13	0.008633676194308434	0.48336970218329905	0	0	6.239612072569183	29.651166225225918	POLR1C;POLR1E;POLR1G;POLR2H
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	71/802	0.008691026943544821	0.48336970218329905	0	0	1.380407188121259	6.550672853124659	UBE2D3;UBE2D1;CHD3;ENO1;RBPJ;ING1;CDC73;HJV;TRPS1;EPC1;PITX2;KLF10;ZBTB39;ZHX2;NSMCE3;SOX13;EN1;PAX6;SIRT7;SOX12;SIRT1;CBFA2T3;SAP30;KAT2B;MED25;SFPQ;ZEB2;MAF;AEBP2;NFX1;PPARA;BCORL1;PRKN;HDAC4;FOXC1;NOTCH1;SRC;SATB1;MAZ;ZBTB1;GATA4;FOXO3;SCRT2;RXRA;MTA1;NACC2;DNAJB4;HSF4;DMAP1;SUDS3;E2F8;SPEN;SKOR2;CDX2;ZBTB10;IRF2BP2;NR0B1;POU4F1;SCRT1;VEGFA;PER2;KLF8;NR4A2;PER1;KLF7;DLG1;WT1;CNOT1;MAFG;MAGED2;TRIM33
Platelet Aggregation (GO:0070527)	7/36	0.008710340436333156	0.48336970218329905	0	0	3.3927809850730744	16.092789418712993	PDGFRA;RAP2B;GNAS;FLNA;MYH9;CLIC1;ACTG1
Positive Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090050)	5/20	0.00871101389587595	0.48336970218329905	0	0	4.681726907630522	22.206212987661385	GREM1;NUS1;SRPX2;FGF2;VEGFA
Signaling Receptor Ligand Precursor Processing (GO:0140448)	5/20	0.00871101389587595	0.48336970218329905	0	0	4.681726907630522	22.206212987661385	PCSK2;PCSK1;ECE1;PCSK7;CORIN
Negative Regulation of BMP Signaling Pathway (GO:0030514)	8/45	0.00901394281268582	0.48336970218329905	0	0	3.0400815910249874	14.315691615718348	GREM1;NOTCH1;SKOR2;UBE2D3;CRIM1;UBE2D1;LEMD3;TRIM33
Cellular Response to Peptide Hormone Stimulus (GO:0071375)	14/104	0.00907940970859974	0.48336970218329905	0	0	2.1908685030747197	10.300907436763893	PKLR;SRC;DENND4C;PRKCZ;SLC39A14;ADCY7;FOXO1;ADCY6;ADCY5;NR4A2;KAT2B;AKT2;GNAS;RHOQ
In Utero Embryonic Development (GO:0001701)	6/28	0.009174723936396472	0.48336970218329905	0	0	3.8319517709118314	17.97684673975586	ARNT2;FUT8;CHD7;PDGFB;PKD2;VEGFA
Synaptic Transmission, Glutamatergic (GO:0035249)	6/28	0.009174723936396472	0.48336970218329905	0	0	3.8319517709118314	17.97684673975586	UNC13C;GRIN3A;GRIK4;SLC17A7;GRIN2C;CNIH2
Neuron Migration (GO:0001764)	10/64	0.009388289860487706	0.4879373351815638	0	0	2.6053301979227905	12.162442448155804	NR4A2;DCX;RAPGEF2;SEPTIN14;CELSR1;PEX13;MDGA1;MARK2;VEGFA;FGFR1
Cell-cell Adhesion Mediated by Cadherin (GO:0044331)	7/37	0.010139127249493434	0.5012323703484227	0	0	3.2795123177476118	15.057399881519634	CDH10;CDH13;CTNNB1;FAT4;CELSR1;CELSR3;PLEKHA7
Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:0035924)	7/37	0.010139127249493434	0.5012323703484227	0	0	3.2795123177476118	15.057399881519634	MAP2K3;NUS1;FOXC1;NOTCH1;PRKD1;PGF;VEGFA
Positive Regulation of Epithelial Cell Migration (GO:0010634)	7/37	0.010139127249493434	0.5012323703484227	0	0	3.2795123177476118	15.057399881519634	EPB41L4B;RAB25;SRC;CAPN7;ADAM9;DOCK1;RAB11A
Positive Regulation of Angiogenesis (GO:0045766)	16/127	0.010331562383335513	0.5012323703484227	0	0	2.030932983096992	9.286546186526765	SEMA5A;GATA4;ETS1;FGF2;F3;SIRT1;VEGFA;BMPER;RRAS;ADAM12;APLNR;CTNNB1;DSG2;PRKD1;TGM2;PAK4
Negative Regulation of Cellular Response to Growth Factor Stimulus (GO:0090288)	11/75	0.010591827222904405	0.5012323703484227	0	0	2.418601077912254	10.999005832900421	GREM1;NOTCH1;SKOR2;UBE2D3;ATP2B4;CRIM1;UBE2D1;EMILIN1;LEMD3;FGF2;TRIM33
Sodium Ion Transport (GO:0006814)	14/106	0.010676895506912061	0.5012323703484227	0	0	2.1430101855819625	9.728565843765987	SLC4A11;ANO6;PKD2;SLC4A4;SLC8A1;SLC9B2;SLC9A2;SLC6A5;SLC6A7;SCN11A;SCN4A;ASIC3;HCN2;UNC79
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	29/277	0.010708745896223063	0.5012323703484227	0	0	1.6517137096774193	7.493320498804947	DYNC2I1;NOTCH1;DYNLT2B;CEP164;SNX10;FGD5;FGD6;WDR90;TTC21B;FLNA;BBS1;ACTR2;DMTN;FBXW5;SEPTIN2;RFX3;IFT80;ANO6;PARVB;SEPTIN7;CD2AP;AHI1;CFAP221;RILPL1;CFAP58;ARHGEF4;CDH13;CEP20;CFAP54
Bicarbonate Transport (GO:0015701)	5/21	0.010817267055265487	0.5012323703484227	0	0	4.388883659638554	19.866771773253898	CYB5R2;SLC4A7;SLC4A11;SLC4A2;SLC4A4
Negative Regulation of Insulin Secretion (GO:0046676)	5/21	0.010817267055265487	0.5012323703484227	0	0	4.388883659638554	19.866771773253898	PRKN;KLF7;CCN3;ADRA2A;FOXO1
Cardiac Cell Development (GO:0055006)	4/14	0.011458434123796147	0.5012323703484227	0	0	5.615349887133183	25.09516270053626	JAG1;NOTCH1;SLC8A1;VEGFA
Negative Regulation of Stem Cell Differentiation (GO:2000737)	4/14	0.011458434123796147	0.5012323703484227	0	0	5.615349887133183	25.09516270053626	JAG1;NOTCH1;YTHDF2;ZFP36L2
Regulation of Hematopoietic Stem Cell Differentiation (GO:1902036)	4/14	0.011458434123796147	0.5012323703484227	0	0	5.615349887133183	25.09516270053626	FOXC1;YTHDF2;METTL3;SETD1A
Cellular Response to Growth Factor Stimulus (GO:0071363)	18/151	0.011811784729810544	0.5012323703484227	0	0	1.907498784985277	8.466733864457238	MAP2K3;FOXC1;NOTCH1;DUSP3;PDGFB;ZFP36L2;MTSS2;VEGFA;EEF1A1;SLC4A7;HJV;RAPGEF1;RAPGEF2;CTNNB1;PRKD1;SOX6;WNT4;FGFR1
Axon Development (GO:0061564)	15/119	0.012700606877740252	0.5012323703484227	0	0	2.031377670129567	8.869209220182494	SEMA5A;SPTBN4;BHLHE22;NREP;CELSR1;POU4F1;CELSR3;ACTG1;KLF7;ISL2;PARD3;CNTN4;FAT4;MARK2;EPHB3
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	16/130	0.012770861433723066	0.5012323703484227	0	0	1.9771676724080514	8.621615907150032	HOMER1;OPRL1;GPR4;PTH1R;GRPR;ADRA2A;VEGFA;ADGRG1;GALR2;PARD3;P2RY2;PRKD1;DRD1;TGM2;DRD5;GPR157
Intestinal Epithelial Cell Differentiation (GO:0060575)	3/8	0.012833811783379983	0.5012323703484227	0	0	8.418947368421053	36.67017370289123	CDX2;SRC;GATA4
Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903242)	3/8	0.012833811783379983	0.5012323703484227	0	0	8.418947368421053	36.67017370289123	APLNR;ATP2B4;FOXO1
