Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Imidazole-containing Compound Catabolic Process (GO:0052805)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	UROC1
Inclusion Body Assembly (GO:0070841)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	MAPT
Internal Peptidyl-Lysine Acetylation (GO:0018393)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	KAT2A
Intracellular Glutamate Homeostasis (GO:0090461)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	NAGS
L-ascorbic Acid Metabolic Process (GO:0019852)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	GSTO1
L-histidine Catabolic Process (GO:0006548)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	UROC1
Lipid Droplet Disassembly (GO:1905691)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	PLIN3
TRAMP-dependent tRNA Surveillance Pathway (GO:0071038)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	EXOSC2
Tetrahydrobiopterin Metabolic Process (GO:0046146)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	NOS3
Tetrahydrofolate Interconversion (GO:0035999)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	TYMS
MRNA 3'-End Processing by Stem-Loop Binding and Cleavage (GO:0006398)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	SLBP
Thrombopoietin-mediated Signaling Pathway (GO:0038163)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	JAK2
Melanin Metabolic Process (GO:0006582)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	MC1R
Negative Regulation of Gliogenesis (GO:0014014)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	CNTFR
Negative Regulation of Heart Rate (GO:0010459)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	SPTBN4
Negative Regulation of Mitochondrial Membrane Potential (GO:0010917)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	MAPT
Negative Regulation of Protein Localization to Mitochondrion (GO:1903748)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	MAPT
Negative Regulation of Stress-Activated MAPK Cascade (GO:0032873)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	FOXO1
Negative Regulation of Voltage-Gated Calcium Channel Activity (GO:1901386)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	CACNA1F
Noradrenergic Neuron Differentiation (GO:0003357)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	HAND2
Nuclear Polyadenylation-Dependent rRNA Catabolic Process (GO:0071035)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	EXOSC2
Nucleobase Catabolic Process (GO:0046113)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	DPYSL3
Peptidyl-lysine Acetylation (GO:0018394)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	KAT2A
Phospholipase C-activating Dopamine Receptor Signaling Pathway (GO:0060158)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	DRD5
Positive Regulation of TORC2 Signaling (GO:1904515)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	SIK3
Positive Regulation of Endothelial Cell-Matrix Adhesion (GO:1904906)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	LEF1
Positive Regulation of Lyase Activity (GO:0051349)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	DRD5
Positive Regulation of Muscle Cell Apoptotic Process (GO:0010661)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	FOXO1
Positive Regulation of Protein Localization to Centrosome (GO:1904781)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	BICD1
Positive Regulation of Sodium Ion Transmembrane Transporter Activity (GO:2000651)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	FGF13
Positive Regulation of Striated Muscle Contraction (GO:0045989)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	GSTO1
Pronephros Development (GO:0048793)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	SEC61A1
Purine Nucleotide Salvage (GO:0032261)	1/7	0.13034110684601538	0.6062657316462619	0	0	8.290609137055837	16.89294821305315	PNP
Regulation of Vasoconstriction (GO:0019229)	2/32	0.13118501830241652	0.6062657316462619	0	0	3.3206106870229006	6.744647102754209	FGA;SVEP1
Negative Regulation of Blood Coagulation (GO:0030195)	2/32	0.13118501830241652	0.6062657316462619	0	0	3.3206106870229006	6.744647102754209	FGA;NOS3
Protein Localization to Cell Junction (GO:1902414)	2/32	0.13118501830241652	0.6062657316462619	0	0	3.3206106870229006	6.744647102754209	DLG1;HSPG2
Positive Regulation of Neuron Projection Development (GO:0010976)	4/99	0.1325746533067352	0.6062657316462619	0	0	2.1009557140934176	4.245210804026846	DPYSL3;ATP1B2;TOX;ARHGAP35
Neuron Migration (GO:0001764)	3/64	0.13272985235317858	0.6062657316462619	0	0	2.451990632318501	4.951646495575235	NRCAM;DISC1;FGF13
Nucleosome Organization (GO:0034728)	3/64	0.13272985235317858	0.6062657316462619	0	0	2.451990632318501	4.951646495575235	ATAD2;SOX9;BAZ1A
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992)	3/64	0.13272985235317858	0.6062657316462619	0	0	2.451990632318501	4.951646495575235	RCC2;PIM1;SASS6
Axonogenesis (GO:0007409)	7/216	0.137023872795027	0.6062657316462619	0	0	1.6742958614906527	3.32783064576489	SPTBN4;TENM2;PALLD;CNTN2;NRCAM;L1CAM;ARHGAP35
Positive Regulation of Neurogenesis (GO:0050769)	3/65	0.13723855674890484	0.6062657316462619	0	0	2.4123189598420014	4.790948865732406	CUL7;MAP6;DISC1
Positive Regulation of Organelle Assembly (GO:1902117)	3/65	0.13723855674890484	0.6062657316462619	0	0	2.4123189598420014	4.790948865732406	DYNC1H1;SASS6;ARHGAP35
Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041)	2/33	0.13791153749313334	0.6062657316462619	0	0	3.2133300500697692	6.366065795650899	FGA;NOS3
Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	2/33	0.13791153749313334	0.6062657316462619	0	0	3.2133300500697692	6.366065795650899	HOMER1;MBOAT1
Nuclear RNA Surveillance (GO:0071027)	2/33	0.13791153749313334	0.6062657316462619	0	0	3.2133300500697692	6.366065795650899	EXOSC5;EXOSC2
Neuron Development (GO:0048666)	6/177	0.13893920079238034	0.6062657316462619	0	0	1.752942768231633	3.459816177463936	UGDH;LINGO1;ESX1;MAPT;L1CAM;FRYL
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560)	4/101	0.13964270225184908	0.6062657316462619	0	0	2.0574261080496745	4.050389446117651	COL1A2;ZMIZ1;ADAM9;SOX9
Canonical Wnt Signaling Pathway (GO:0060070)	3/66	0.1417989214625827	0.6062657316462619	0	0	2.373906705539359	4.637059436964834	BCL9;LEF1;WNT3
RNA Catabolic Process (GO:0006401)	4/102	0.14323229639258067	0.6062657316462619	0	0	2.0363275745080642	3.957169954876617	EXOSC5;RNH1;EXOSC2;BICC1
Regulation of Spindle Assembly (GO:0090169)	2/34	0.14471172883584557	0.6062657316462619	0	0	3.112754452926209	6.016990441813435	DYNC1H1;SASS6
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087)	2/34	0.14471172883584557	0.6062657316462619	0	0	3.112754452926209	6.016990441813435	PIM1;SASS6
Myeloid Cell Differentiation (GO:0030099)	3/67	0.14640931618422834	0.6062657316462619	0	0	2.3366948341836733	4.4896063865762486	IL11;JAK2;RASGRP4
B Cell Activation (GO:0042113)	4/103	0.14685799244946335	0.6062657316462619	0	0	2.0156552739672944	3.866609736680333	ADGRG3;IL11;VCAM1;HDAC9
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	4/103	0.14685799244946335	0.6062657316462619	0	0	2.0156552739672944	3.866609736680333	DYNC1H1;GJA1;ESRRG;JAK2
Pyrimidine Deoxyribonucleotide Biosynthetic Process (GO:0009221)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	TYMS
Pyrimidine Nucleobase Biosynthetic Process (GO:0019856)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	TYMS
Pyrimidine Nucleobase Catabolic Process (GO:0006208)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DPYSL3
Pyrimidine-containing Compound Catabolic Process (GO:0072529)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DPYSL3
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DRD5
Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	HRH3
Atrial Cardiac Muscle Cell to AV Node Cell Signaling (GO:0086026)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	GJA1
Regulation of Alpha-Beta T Cell Differentiation (GO:0046637)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	PNP
Reg of Cardiac Muscle Cell Action Potential Involved in Regulation of Contraction (GO:0098909)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FGF13
Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903242)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FOXO1
CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043367)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	TOX
Regulation of Collateral Sprouting (GO:0048670)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FGF13
Regulation of Endothelial Cell-Matrix Adhesion (GO:1904904)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	LEF1
Cellular Response to Erythropoietin (GO:0036018)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	JAK2
Regulation of Growth Hormone Receptor Signaling Pathway (GO:0060398)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	JAK2
Cellular Response to Monoamine Stimulus (GO:0071868)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DRD5
Cellular Response to Nitric Oxide (GO:0071732)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FOXO1
Cellular Response to Reactive Nitrogen Species (GO:1902170)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FOXO1
Regulation of mRNA Export From Nucleus (GO:0010793)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	ALKBH5
Cyclic-GMP-AMP Transmembrane Import Across Plasma Membrane (GO:0140361)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SLC46A2
Regulation of Mitotic Spindle Checkpoint (GO:1903504)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	KNL1
DTMP Metabolic Process (GO:0046073)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	TYMS
Reg of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	PVR
Regulation of Positive Chemotaxis (GO:0050926)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	F2RL1
Regulation of Ribonucleoprotein Complex Localization (GO:2000197)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	ALKBH5
Regulation of Skeletal Muscle Fiber Development (GO:0048742)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	HDAC9
Regulation of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	F2RL1
Glucocorticoid Biosynthetic Process (GO:0006704)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	CYP11A1
Glucosylceramide Metabolic Process (GO:0006678)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	B4GALT3
Interleukin-23-mediated Signaling Pathway (GO:0038155)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	JAK2
Skeletal Myofibril Assembly (GO:0014866)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	ACTC1
Sodium-dependent Phosphate Transport (GO:0044341)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SLC17A8
Intracellular pH Elevation (GO:0051454)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SLC7A11
Synaptic Transmission, Dopaminergic (GO:0001963)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DRD5
TRNA Surveillance (GO:0106354)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	EXOSC2
Macropinocytosis (GO:0044351)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	CARMIL1
UV Protection (GO:0009650)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	MC1R
Very-low-density Lipoprotein Particle Remodeling (GO:0034372)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	LCAT
Natural Killer Cell Differentiation (GO:0001779)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	TOX
Negative Regulation of CD8-positive, Alpha-Beta T Cell Activation (GO:2001186)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DAPL1
Negative Regulation of Fatty Acid Oxidation (GO:0046322)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SOX9
Negative Regulation of Membrane Potential (GO:0045837)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	MAPT
Negative Regulation of p38MAPK Cascade (GO:1903753)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	DLG1
Negative Regulation of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	FOXO1
Negative Regulation of Vasoconstriction (GO:0045906)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SVEP1
Oncostatin-M-mediated Signaling Pathway (GO:0038165)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	JAK2
Peptidyl-threonine Dephosphorylation (GO:0035970)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	PPM1G
Positive Regulation of Endocytic Recycling (GO:2001137)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	PLA2G4E
Positive Regulation of Focal Adhesion Disassembly (GO:0120183)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	RHOU
Positive Regulation of Protein Tyrosine Kinase Activity (GO:0061098)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	SRCIN1
Positive Regulation of Tooth Mineralization (GO:0070172)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	AMELX
Purine Deoxyribonucleotide Catabolic Process (GO:0009155)	1/8	0.14752285825209666	0.6062657316462619	0	0	7.105873821609862	13.599023378635492	PNP
Chloride Transmembrane Transport (GO:1902476)	3/68	0.15106811211103613	0.6062657316462619	0	0	2.3006279434850865	4.348243110213557	GABRA5;SLC26A4;SLC1A7
Regulation of Vasculature Development (GO:1901342)	2/35	0.15158007946439145	0.6062657316462619	0	0	3.0182743465186213	5.694400784417383	RNH1;OR10J5
Host-mediated Activation of Viral Process (GO:0044794)	2/35	0.15158007946439145	0.6062657316462619	0	0	3.0182743465186213	5.694400784417383	SMARCB1;LEF1
Negative Regulation of Autophagy (GO:0010507)	3/69	0.15577368341053283	0.6062657316462619	0	0	2.2656539888682747	4.212646174011529	KDM4A;DAPL1;WDR6
Phospholipid Metabolic Process (GO:0006644)	3/69	0.15577368341053283	0.6062657316462619	0	0	2.2656539888682747	4.212646174011529	PLA2G2A;MBOAT1;LCAT
Positive Regulation of Protein Polymerization (GO:0032273)	3/69	0.15577368341053283	0.6062657316462619	0	0	2.2656539888682747	4.212646174011529	CARMIL1;CRACD;MAPT
Regulation of p38MAPK Cascade (GO:1900744)	2/36	0.15851126451262978	0.6062657316462619	0	0	2.929351893429127	5.395660016130753	DLG1;HAND2
Regulation of Postsynapse Organization (GO:0099175)	2/36	0.15851126451262978	0.6062657316462619	0	0	2.929351893429127	5.395660016130753	HOMER1;SRCIN1
Positive Regulation of Notch Signaling Pathway (GO:0045747)	2/36	0.15851126451262978	0.6062657316462619	0	0	2.929351893429127	5.395660016130753	ZMIZ1;NOS3
Adult Heart Development (GO:0007512)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	HAND2
Axon Regeneration (GO:0031103)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	CSPG5
Regulation of Cell Killing (GO:0031341)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	IL11
Regulation of Epithelial Cell Apoptotic Process (GO:1904035)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	PKHD1
Regulation of Extent of Cell Growth (GO:0061387)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	NRCAM
Cellular Response to Hydroxyurea (GO:0072711)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	ATRX
Collagen-activated Signaling Pathway (GO:0038065)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	JAK2
Regulation of Morphogenesis of an Epithelium (GO:1905330)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	GJA1
Regulation of Nervous System Process (GO:0031644)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	NOS3
Regulation of Nuclear Cell Cycle DNA Replication (GO:0033262)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	ATRX
Regulation of Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:1900736)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	BICD1
Regulation of Potassium Ion Export Across Plasma Membrane (GO:1903764)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	DLG1
Exonucleolytic Trimming to Generate Mature 3'-End of 5.8S rRNA Fm Tricistronic rRNA Trans (GO:0000467)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	EXOSC2
Fatty Acid Transmembrane Transport (GO:1902001)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	CPT1B
Regulation of Voltage-Gated Calcium Channel Activity (GO:1901385)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	CACNA1F
Glycosylceramide Metabolic Process (GO:0006677)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	B4GALT3
Guanine Nucleotide Transmembrane Transport (GO:1903790)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	SLC46A2
HRI-mediated Signaling (GO:0140468)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	UBR4
Secondary Metabolite Biosynthetic Process (GO:0044550)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MC1R
Inner Ear Receptor Cell Development (GO:0060119)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	TSKU
Interleukin-12-mediated Signaling Pathway (GO:0035722)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	JAK2
Skin Morphogenesis (GO:0043589)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	COL1A2
Small Molecule Biosynthetic Process (GO:0044283)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	PNP
Subtelomeric Heterochromatin Formation (GO:0031509)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	ATRX
Sulfur Amino Acid Transport (GO:0000101)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	SLC7A11
Trans-synaptic Signaling by Trans-Synaptic Complex (GO:0099545)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	TENM2
Magnesium Ion Homeostasis (GO:0010960)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	CNNM4
Triglyceride-rich Lipoprotein Particle Remodeling (GO:0034370)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	LCAT
Melanin Biosynthetic Process (GO:0042438)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MC1R
Metabolic Compound Salvage (GO:0043094)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	PNP
Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0099625)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	DLG1
Microtubule Severing (GO:0051013)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	FIGN
Mitral Valve Development (GO:0003174)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	ADAMTS19
Monocyte Activation (GO:0042117)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	ADAM9
Monosaccharide Metabolic Process (GO:0005996)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	GSTO1
Multi-ciliated Epithelial Cell Differentiation (GO:1903251)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	CCDC78
N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	PLA2G4E
Nucleic Acid Biosynthetic Process (GO:0141187)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	TYMS
Phenol-containing Compound Biosynthetic Process (GO:0046189)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MC1R
Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MBOAT1
Positive Regulation of Cyclase Activity (GO:0031281)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	DRD5
Positive Regulation of Melanin Biosynthetic Process (GO:0048023)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MC1R
Positive Regulation of Membrane Invagination (GO:1905155)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	F2RL1
Positive Regulation of Peptide Secretion (GO:0002793)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	FGA
Positive Regulation of Secondary Metabolite Biosynthetic Process (GO:1900378)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	MC1R
Positive Regulation of Vesicle Fusion (GO:0031340)	1/9	0.16436599478673752	0.6062657316462619	0	0	6.217322335025381	11.226368146741951	C2CD5
Cellular Response to Amyloid-Beta (GO:1904646)	2/37	0.16550014193138732	0.6062657316462619	0	0	2.845510723373319	5.118456960240156	GJA1;VCAM1
MRNA 3'-End Processing (GO:0031124)	2/37	0.16550014193138732	0.6062657316462619	0	0	2.845510723373319	5.118456960240156	SLBP;WDR33
Macrophage Activation (GO:0042116)	2/37	0.16550014193138732	0.6062657316462619	0	0	2.845510723373319	5.118456960240156	MAPT;JAK2
Neutral Amino Acid Transport (GO:0015804)	2/37	0.16550014193138732	0.6062657316462619	0	0	2.845510723373319	5.118456960240156	SLC43A1;SLC7A11
Positive Regulation of Epithelial Cell Migration (GO:0010634)	2/37	0.16550014193138732	0.6062657316462619	0	0	2.845510723373319	5.118456960240156	ADAM9;SOX9
DNA Replication (GO:0006260)	4/108	0.16550265628673527	0.6062657316462619	0	0	1.9182569348809757	3.450499255890322	BAZ1A;TYMS;POLE;WDR33
Regulation of RNA Splicing (GO:0043484)	4/109	0.16932967399545237	0.6062657316462619	0	0	1.8998903909389844	3.37403003250106	KAT2A;TRRAP;RBM20;SUPT7L
Cellular Response to Insulin Stimulus (GO:0032869)	4/109	0.16932967399545237	0.6062657316462619	0	0	1.8998903909389844	3.37403003250106	C2CD5;HDAC9;FOXO1;SH2B2
Neurogenesis (GO:0022008)	3/72	0.17015486300079732	0.6062657316462619	0	0	2.1668145519077195	3.837528890120807	FGF17;MAPT;FGF13
Cardiac Muscle Cell Action Potential Involved in Contraction (GO:0086002)	2/38	0.1725417472462236	0.6062657316462619	0	0	2.7663273960983883	4.86075829149867	GJA1;SCN4B
Superoxide Metabolic Process (GO:0006801)	2/38	0.1725417472462236	0.6062657316462619	0	0	2.7663273960983883	4.86075829149867	PRDX2;NOS3
Cell-cell Junction Organization (GO:0045216)	3/73	0.17503138165588397	0.6062657316462619	0	0	2.135750728862974	3.722165007175018	PKHD1;CDH4;F2RL1
Membraneless Organelle Assembly (GO:0140694)	5/151	0.1793923331340215	0.6062657316462619	0	0	1.7087284861257463	2.9359032237927707	DYNC1H1;ALKBH5;RBM14;MAPT;BICD1
Supramolecular Fiber Organization (GO:0097435)	9/318	0.1795182273215809	0.6062657316462619	0	0	1.4560088535640625	2.500663947294729	CARMIL1;DYNC1H1;DLG1;ACTC1;KIF24;RHOU;MAPT;FGF13;AGFG2
Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389)	2/39	0.1796312886989045	0.6062657316462619	0	0	2.691424248676157	4.620768828171181	RCC2;PIM1
Regulation of Axonogenesis (GO:0050770)	2/39	0.1796312886989045	0.6062657316462619	0	0	2.691424248676157	4.620768828171181	MAP6;ARHGAP35
Regulation of Gluconeogenesis (GO:0006111)	2/39	0.1796312886989045	0.6062657316462619	0	0	2.691424248676157	4.620768828171181	KAT2A;FOXO1
