Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Memory (GO:0007613)	4/58	0.027555406702699792	0.6062657316462619	0	0	3.703893151463484	13.302741568209846	KAT2A;NETO1;MAPT;FGF13
Cell-matrix Adhesion (GO:0007160)	6/116	0.027658655360261925	0.6062657316462619	0	0	2.7335826127599905	9.80759298553532	FGA;MKLN1;VCAM1;RCC2;ADAM9;L1CAM
Regulation of G0 to G1 Transition (GO:0070316)	3/34	0.029108536754578977	0.6062657316462619	0	0	4.832290980908493	17.090478465433744	SMARCB1;SMARCC2;DPF1
Chromatin Remodeling (GO:0006338)	11/290	0.029893213988878842	0.6062657316462619	0	0	1.9842629928315412	6.96500871936807	KDM4A;KAT2A;SMARCB1;SMARCC2;TRRAP;DPF1;ATRX;SOX9;BAZ1A;HDGFL1;HDAC9
Detection of Light Stimulus Involved in Sensory Perception (GO:0050962)	2/14	0.030268243514471823	0.6062657316462619	0	0	8.30916030534351	29.062585933346146	CACNA2D4;CACNA1F
Detection of Light Stimulus Involved in Visual Perception (GO:0050908)	2/14	0.030268243514471823	0.6062657316462619	0	0	8.30916030534351	29.062585933346146	CACNA2D4;CACNA1F
Removal of Superoxide Radicals (GO:0019430)	2/14	0.030268243514471823	0.6062657316462619	0	0	8.30916030534351	29.062585933346146	PRDX2;NOS3
Hydrogen Peroxide Catabolic Process (GO:0042744)	2/14	0.030268243514471823	0.6062657316462619	0	0	8.30916030534351	29.062585933346146	PRDX2;PRDX4
Positive Regulation of Cation Channel Activity (GO:2001259)	2/14	0.030268243514471823	0.6062657316462619	0	0	8.30916030534351	29.062585933346146	LRRC26;FGF13
Negative Regulation of JNK Cascade (GO:0046329)	3/35	0.03138400212860912	0.6062657316462619	0	0	4.681042729591836	16.203228134178183	MECOM;F2RL1;KLHL31
Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	3/35	0.03138400212860912	0.6062657316462619	0	0	4.681042729591836	16.203228134178183	CARMIL1;FGA;CSPG5
Establishment of Mitotic Spindle Localization (GO:0040001)	3/36	0.03374998987484567	0.6062657316462619	0	0	4.538961038961039	15.38151842861093	PKHD1;GJA1;ENKD1
Mesenchymal Cell Differentiation (GO:0048762)	4/62	0.03409905414605015	0.6062657316462619	0	0	3.447746714877855	11.648162741506374	CUL7;LEF1;SOX9;AMELX
Axonal Fasciculation (GO:0007413)	2/15	0.0344763922987932	0.6062657316462619	0	0	7.6696026619690745	25.827237179651448	NRCAM;ARHGAP35
Cellular Response to Superoxide (GO:0071451)	2/15	0.0344763922987932	0.6062657316462619	0	0	7.6696026619690745	25.827237179651448	PRDX2;NOS3
Cotranslational Protein Targeting to Membrane (GO:0006613)	2/15	0.0344763922987932	0.6062657316462619	0	0	7.6696026619690745	25.827237179651448	SEC61A1;TRAM1
Dendrite Self-Avoidance (GO:0070593)	2/15	0.0344763922987932	0.6062657316462619	0	0	7.6696026619690745	25.827237179651448	PALLD;CNTN2
